Name;BD BENCHMARK 10 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;BD BENCHMARK 30 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;BD BENCHMARK 2 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;REX GENERAL BOND - PRICE INDEX;TR GERMANY GVT ZERO 2Y - ZERO YIELD;BD BENCHMARK 10Y DS GVT. (IBOXX) - CLEAN PRICE INDEX;REX BOND SUB INDEX CURRENT 10 YRS - PRICE INDEX;TR GERMANY GVT BID YLD HIGH 10Y (E) - RED. YIELD;BD BENCHMARK 3 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;BD BENCHMARK 5 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;IBOXX EURO GERMANY COVERED CAPPED 5-7 - Cln Prc Indx Today;IBOXX EURO GERMANY 1-10 - Cln Prc Indx Today;BD TOTAL 3-5 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TOTAL 7-10 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TOTAL ALL LIVES DS GOVT. INDEX - CLEAN PRICE INDEX;BD TRACKER OVER 10Y DS GOVT. INDEX - CLEAN PRICE INDEX;FTSE GLOBAL GOVT. BD ALL MATS.(E) - CLEAN PRICE INDEX;IBOXX EURO GERMANY COVERED CAPPED - Cln Prc Indx Today;IBOXX EURO GERMANY 1-3 - Cln Prc Indx Today;IBOXX EURO GERMANY 3-5 - Cln Prc Indx Today;IBOXX EURO GERMANY 7-10 - Cln Prc Indx Today;IBOXX EURO GERMANY - Cln Prc Indx Today;REX BOND SUB INDEX CURRENT 3 YRS - PRICE INDEX;REX BOND SUB INDEX CURRENT 5 YRS - PRICE INDEX;REX BOND SUB INDEX CURRENT 7 YRS - PRICE INDEX;TR GERMANY GVT BID YLD LOW 10Y (E) - RED. YIELD;TR GERMANY GVT ZERO 1M - ZERO YIELD;TR GERMANY GVT ZERO 1Y - ZERO YIELD;TR GERMANY GVT ZERO 3M - ZERO YIELD;TR GERMANY GVT ZERO 9M - ZERO YIELD;BD BENCHMARK 20 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;BD BENCHMARK 7 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;BD TOTAL 1-3 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TOTAL 5-7 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TOTAL OVER 10 YRS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TRACKER 1-3 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TRACKER 3-5 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TRACKER 5-7 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TRACKER 7-10 YRS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TRACKER ALL LIVES DS GOVT. INDEX - CLEAN PRICE INDEX;EB.REXX MONEY MARKET INDEX - PRICE INDEX;EXANE ECI GERMANY (CONVERTIBLE) - TOT RETURN IND;EXANE ECI GERMANY (UNDERLYING) - TOT RETURN IND;FTSE GLOBAL GOVT. BD 1-3Y (E) - CLEAN PRICE INDEX;FTSE GLOBAL GOVT. BD 10+Y (E) - CLEAN PRICE INDEX;FTSE GLOBAL GOVT. BD 3-5Y (E) - CLEAN PRICE INDEX;FTSE GLOBAL GOVT. BD 5-7Y (E) - CLEAN PRICE INDEX;FTSE GLOBAL GOVT. BD 7-10Y(E) - CLEAN PRICE INDEX;FTSE PFANDBRIEF BD 1-3Y (E) - CLEAN PRICE INDEX;FTSE PFANDBRIEF BD 3-5Y (E) - CLEAN PRICE INDEX;FTSE PFANDBRIEF BD 5-7Y (E) - CLEAN PRICE INDEX;FTSE PFANDBRIEF BD 7-10Y(E) - CLEAN PRICE INDEX;FTSE PFANDBRIEF BD ALL MATS.(E) - CLEAN PRICE INDEX;IBOXX EURO GERMANY COVERED CAPPED 1-3 - Cln Prc Indx Today;IBOXX EURO GERMANY COVERED CAPPED 3-5 - Cln Prc Indx Today;IBOXX EURO GERMANY COVERED CAPPED 7-10 - Cln Prc Indx Today;IBOXX EURO SOVEREIGNS GERMANY CAPPED 1-5 - Cln Prc Indx Today;IBOXX EURO SOVEREIGNS GERMANY CAPPED 10+ - Cln Prc Indx Today;IBOXX EURO SOVEREIGNS GERMANY CAPPED 5-10 - Cln Prc Indx Today;IBOXX EURO LIQUID GERMANY COVERED DIVERSIFIED - Cln Prc Indx Today;IBOXX EURO GERMANY 1-5 - Cln Prc Indx Today;IBOXX EURO GERMANY 10+ - Cln Prc Indx Today;IBOXX EURO GERMANY 5-10 - Cln Prc Indx Today;IBOXX EURO GERMANY 5-7 - Cln Prc Indx Today
10/24/97;102,796;98,676;103,452;109,2315;4,5089;NA;110,6715;NA;104,682;101,471;NA;NA;102,917;105,66;103,771;111,921;NA;NA;NA;NA;NA;NA;106,8736;109,2161;111,9235;NA;NA;4,0769;NA;NA;101,479;109,825;100,886;108,337;111,504;102,795;101,909;107,823;103,434;103,354;NA;1264,05;1425,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10/27/97;103,32;99,422;103,702;109,6531;4,4649;NA;111,2029;NA;104,916;101,838;NA;NA;103,267;106,189;104,159;112,773;NA;NA;NA;NA;NA;NA;107,1833;109,6622;112,4595;NA;NA;4,037;NA;NA;102,175;110,389;101,057;108,814;112,35;102,996;102,256;108,292;103,952;103,831;NA;1230,96;1357,58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10/28/97;103,561;99,173;103,92;110,0013;4,3439;NA;111,6488;NA;105,243;102,14;NA;NA;103,564;106,58;104,423;112,498;NA;NA;NA;NA;NA;NA;107,4817;110,0268;112,8626;NA;NA;3,945;NA;NA;102,072;110,819;101,25;109,126;112,077;103,214;102,555;108,594;104,343;104,118;NA;1158,67;1240,44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10/29/97;103,149;98,819;103,67;109,5531;4,4151;NA;110,8947;NA;104,937;101,728;NA;NA;103,176;106,003;104,049;112,159;NA;NA;NA;NA;NA;NA;107,1546;109,5335;112,3387;NA;NA;3,9832;NA;NA;101,816;110,204;101,084;108,689;111,739;103,021;102,161;108,175;103,778;103,65;NA;1203,37;1317,07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10/30/97;103,662;99,355;103,868;109,9985;4,3556;NA;111,6914;NA;105,192;102,213;NA;NA;103,579;106,524;104,434;112,745;NA;NA;NA;NA;NA;NA;107,485;110,0735;112,8403;NA;NA;3,9504;NA;NA;102,257;110,737;101,218;109,203;112,323;103,19;102,571;108,692;104,297;104,136;NA;1183,62;1296,09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10/31/97;103,521;99,193;103,837;109,8827;4,3332;NA;111,4416;NA;105,09;102,085;NA;NA;103,468;106,391;104,332;112,547;NA;NA;NA;NA;NA;NA;107,3947;109,9472;112,7233;NA;NA;3,9418;NA;NA;102,031;110,645;101,171;109,091;112,126;103,131;102,457;108,574;104,163;104,003;NA;1197,05;1293,46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/3/97;103,481;99,049;103,879;109,851;4,3975;NA;111,4832;NA;105,079;102,03;NA;NA;103,425;106,367;104,291;112,412;NA;NA;NA;NA;NA;NA;107,3695;109,8883;112,665;NA;NA;3,9757;NA;NA;102,021;110,614;101,162;109,011;111,995;103,126;102,415;108,495;104,139;103,957;NA;1212,4;1339,59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/4/97;103,571;99,039;103,91;109,9072;4,3843;NA;111,6318;NA;105,12;102,067;NA;NA;103,483;106,416;104,328;112,389;NA;NA;NA;NA;NA;NA;107,4146;109,9577;112,714;NA;NA;3,972;NA;NA;102,052;110,676;101,177;109,055;111,973;103,149;102,473;108,539;104,184;104;NA;1203,49;1316,88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/5/97;103,44;99,106;103,837;109,729;4,4274;NA;111,3672;NA;104,947;101,837;NA;NA;103,28;106,24;104,183;112,437;NA;NA;NA;NA;NA;NA;107,2546;109,7337;112,5218;NA;NA;3,9891;NA;NA;102,021;110,409;101,091;108,878;112,02;103,045;102,268;108,366;104,011;103,843;NA;1206,28;1334,57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/6/97;103,299;99,145;103,785;109,6154;4,451;NA;111,2537;NA;104,855;101,746;NA;NA;103,168;106,113;104,085;112,518;NA;NA;NA;NA;NA;NA;107,162;109,6055;112,3814;NA;NA;4,0332;NA;NA;102,123;110,245;101,019;108,739;112,1;102,967;102,158;108,229;103,884;103,743;NA;1205,53;1314,86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/7/97;103,531;99,336;103,899;109,8208;4,4191;NA;111,6065;NA;104,987;101,929;NA;NA;103,366;106,366;104,26;112,713;NA;NA;NA;NA;NA;NA;107,3161;109,8352;112,6156;NA;NA;4,0127;NA;NA;102,308;110,522;101,097;108,939;112,293;103,064;102,36;108,427;104,129;103,961;NA;1181,03;1269,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/10/97;103,45;99,336;103,774;109,6768;4,4412;NA;111,4402;NA;104,834;101,746;NA;NA;103,188;106,259;104,133;112,709;NA;NA;NA;NA;NA;NA;107,1542;109,6492;112,4777;NA;NA;4,0596;NA;NA;102,277;110,409;100,993;108,784;112,289;102,939;102,183;108,271;104,021;103,835;NA;1181,03;1269,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/11/97;103,481;99,518;103,712;109,6633;4,4913;NA;111,5431;NA;104,773;101,709;NA;NA;103,139;106,274;104,111;112,894;NA;NA;NA;NA;NA;NA;107,1017;109,6018;112,466;NA;NA;4,0705;NA;NA;102,4;110,388;100,952;108,724;112,473;102,89;102,137;108,209;104,036;103,836;NA;1181,03;1269,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/12/97;103,561;99,604;103,795;109,7127;4,484;NA;111,6283;NA;104,813;101,792;NA;NA;103,182;106,33;104,155;113,008;NA;NA;NA;NA;NA;NA;107,1536;109,6479;112,5132;NA;NA;4,0724;NA;NA;102,584;110,429;100,978;108,767;112,586;102,923;102,18;108,249;104,09;103,886;NA;1174,4;1254,62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/13/97;103,35;99,163;103,826;109,5677;4,4566;NA;111,3233;NA;104,813;101,608;NA;NA;103,078;106,09;104,028;112,523;NA;NA;NA;NA;NA;NA;107,1256;109,5196;112,2941;NA;NA;4,0633;NA;NA;102,154;110,173;100,976;108,648;112,105;102,924;102,068;108,134;103,845;103,687;NA;1184,01;1283,36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/14/97;103,591;99,441;103,982;109,8211;4,3497;NA;111,7447;NA;105,018;101,874;NA;NA;103,325;106,371;104,248;112,809;NA;NA;NA;NA;NA;NA;107,3451;109,8088;112,5638;NA;NA;3,9812;NA;NA;102,369;110,46;101,093;108,903;112,389;103,071;102,312;108,387;104,122;103,944;NA;1202,59;1299,74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/17/97;103,652;99,489;104,014;109,8597;4,3591;NA;111,6602;NA;105,069;101,929;NA;NA;103,377;106,425;104,298;112,896;NA;NA;NA;NA;NA;NA;107,398;109,8441;112,626;NA;NA;4,0038;NA;NA;102,451;110,532;101,134;108,949;112,475;103,111;102,367;108,432;104,172;103,999;NA;1210,09;1320,01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/18/97;103,954;99,939;104,076;110,0234;4,3507;NA;112,0377;NA;105,12;102,039;NA;NA;103,494;106,669;104,447;113,397;NA;NA;NA;NA;NA;NA;107,4801;109,9943;112,8222;NA;NA;3,9965;NA;NA;102,87;110,747;101,168;109,111;112,972;103,155;102,482;108,589;104,411;104,207;NA;1205,19;1323;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/19/97;103,964;100,064;104,034;110,0103;4,3725;NA;112,0857;NA;105,069;101,984;NA;NA;103,443;106,688;104,424;113,498;NA;NA;NA;NA;NA;NA;107,4212;109,954;112,8303;NA;NA;3,9993;NA;NA;102,901;110,716;101,125;109,071;113,072;103,108;102,437;108,55;104,428;104,201;NA;1208,37;1323,49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/20/97;104,175;100,609;104,013;110,0828;4,3444;NA;112,3756;NA;105,099;102,002;NA;NA;103,444;106,836;104,496;114,119;NA;NA;NA;NA;NA;NA;107,4338;109,979;112,9079;NA;NA;3,9948;NA;NA;103,454;110,716;101,124;109,109;113,69;103,116;102,43;108,588;104,573;104,331;NA;1226,47;1358,68;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/21/97;104,125;100,6;103,982;110,067;4,3732;NA;112,2873;NA;105,089;101,975;NA;NA;103,428;106,815;104,482;114,123;NA;NA;NA;NA;NA;NA;107,4161;109,9625;112,91;NA;NA;4,0086;NA;NA;103,454;110,747;101,111;109,099;113,694;103,098;102,42;108,578;104,553;104,322;NA;1243,03;1375,01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/24/97;104,376;101,088;104,065;110,2142;4,3438;NA;112,6468;NA;105,191;102,103;NA;NA;103,526;107,038;104,622;114,681;NA;NA;NA;NA;NA;NA;107,5031;110,0855;113,0714;NA;NA;3,989;NA;NA;103,914;110,88;101,16;109,219;114,25;103,165;102,518;108,696;104,772;104,522;NA;1221,95;1332,15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/25/97;104,286;100,877;104,065;110,1751;4,3266;NA;112,5542;NA;105,16;102,057;NA;NA;103,492;106,983;104,574;114,43;NA;NA;NA;NA;NA;NA;107,4773;110,0417;113,0309;NA;NA;3,9851;NA;NA;103,669;110,808;101,146;109,171;114;103,152;102,483;108,649;104,717;104,455;NA;1222,15;1334;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/26/97;104,427;101,069;104,107;110,2486;4,3447;NA;112,6978;NA;105,171;102,094;NA;NA;103,54;107,107;104,636;114,628;NA;NA;NA;NA;NA;NA;107,5108;110,0999;113,1308;NA;NA;3,9949;NA;NA;103,812;110,942;101,154;109,224;114,196;103,161;102,539;108,7;104,842;104,553;NA;1245,54;1364,97;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/27/97;104,346;101,222;104,045;110,1939;4,3586;NA;112,6703;NA;105,13;102,039;NA;NA;103,469;107,026;104,585;114,814;NA;NA;NA;NA;NA;NA;107,4578;110,0392;113,0623;NA;NA;4,0173;NA;NA;103,976;110,87;101,108;109,158;114,38;103,114;102,462;108,634;104,762;104,502;NA;1245,46;1378,61;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11/28/97;104,457;101,442;104,086;110,2643;4,3293;NA;112,8001;NA;105,201;102,094;NA;NA;103,522;107,105;104,652;115,065;NA;NA;NA;NA;NA;NA;107,5112;110,1156;113,1389;NA;NA;3,9968;NA;NA;104,129;110,911;101,137;109,237;114,628;103,152;102,513;108,729;104,838;104,59;NA;1241,75;1379,02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/1/97;104,648;101,701;104,117;110,3818;4,3293;NA;113,0436;NA;105,242;102,148;NA;NA;103,59;107,291;104,752;115,397;NA;NA;NA;NA;NA;NA;107,5616;110,2072;113,2945;NA;NA;3,9968;NA;NA;104,477;111,075;101,165;109,332;114,962;103,187;102,582;108,821;105,023;104,734;NA;1266,89;1420,91;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/2/97;104,839;102,246;104,065;110,4419;4,3293;NA;113,1428;NA;105,181;102,185;NA;NA;103,607;107,443;104,824;115,921;NA;NA;NA;NA;NA;NA;107,5307;110,2607;113,4258;NA;NA;3,9968;NA;NA;104,784;111,198;101,123;109,437;115,482;103,136;102,606;108,924;105,167;104,863;NA;1275,75;1432,57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/3/97;104,9;102,524;103,93;110,3944;4,3293;NA;113,1682;NA;105,058;102,075;NA;NA;103,5;107,472;104,783;116,176;NA;NA;NA;NA;NA;NA;107,4221;110,1618;113,4049;NA;NA;3,9968;NA;NA;104,887;111,157;101,048;109,376;115,733;103,044;102,501;108,862;105,202;104,86;NA;1278,93;1428,16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/4/97;104,98;102,716;103,867;110,4088;4,3293;NA;113,1435;NA;105,058;102,084;NA;NA;103,484;107,486;104,799;116,418;NA;NA;NA;NA;NA;NA;107,42;110,1732;113,4436;NA;NA;3,9968;NA;NA;105,081;111,136;101,037;109,415;115,973;103,035;102,479;108,907;105,22;104,885;NA;1279,38;1434,45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/5/97;105,061;102,821;103,898;110,5177;4,3293;NA;113,1051;NA;105,15;102,277;NA;NA;103,625;107,599;104,914;116,524;NA;NA;NA;NA;NA;NA;107,524;110,3404;113,6044;NA;NA;3,9968;NA;NA;105,183;111,331;101,089;109,592;116,08;103,101;102,626;109,084;105,329;105,01;NA;1275,11;1437,87;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/8/97;105,071;102,984;103,94;110,4588;4,3293;NA;113,0867;NA;105,089;102,157;NA;NA;103,528;107,578;104,865;116,687;NA;NA;NA;NA;NA;NA;107,4561;110,2239;113,5365;NA;NA;3,9968;NA;NA;105,255;111,27;101,064;109,482;116,241;103,069;102,531;108,973;105,31;104,977;NA;1285,04;1449,78;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/9/97;105,131;103,012;103,919;110,4955;4,3293;NA;113,2131;NA;105,079;102,212;NA;NA;103,555;107,647;104,888;116,722;NA;NA;NA;NA;NA;NA;107,4583;110,2613;113,5838;NA;NA;3,9968;NA;NA;105,265;111,311;101,049;109,506;116,274;103,055;102,559;108,993;105,374;105,017;NA;1273,94;1436,49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/10/97;105,02;102,811;103,752;110,4214;4,3293;NA;113,1448;NA;105,048;102,112;NA;NA;103,467;107,55;104,806;116,509;NA;NA;NA;NA;NA;NA;107,3905;110,1703;113,4955;NA;NA;3,9968;NA;NA;105,091;111,27;101,004;109,424;116,063;103,006;102,469;108,909;105,28;104,918;NA;1272,38;1420,67;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/11/97;105,322;103,28;103,815;110,6601;4,3293;NA;113,4351;NA;105,201;102,35;NA;NA;103,689;107,836;105,03;117,08;NA;NA;NA;NA;NA;NA;107,5696;110,4561;113,7989;NA;NA;3,9968;NA;NA;105,603;111,577;101,079;109,714;116,632;103,105;102,695;109,198;105,56;105,204;NA;1249,94;1391,54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/12/97;105,735;103,951;103,971;110,9677;4,3293;NA;113,8281;NA;105,415;102,634;NA;NA;103,942;108,241;105,32;117,786;NA;NA;NA;NA;NA;NA;107,7914;110,7775;114,1928;NA;NA;3,9968;NA;NA;106,207;111,926;101,207;110,064;117,335;103,268;102,945;109,548;105,959;105,568;NA;1264,42;1406,65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/15/97;106,077;104,592;104,013;111,1974;4,3293;NA;114,2392;NA;105,528;102,808;NA;NA;104,108;108,573;105,529;118,525;NA;NA;NA;NA;NA;NA;107,91;110,984;114,495;NA;NA;3,9968;NA;NA;106,882;112,223;101,272;110,273;118,072;103,35;103,114;109,748;106,284;105,859;NA;1268,67;1401,17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/16/97;105,946;104,468;103,982;111,1081;4,3293;NA;114,0371;NA;105,466;102,762;NA;NA;104,046;108,437;105,454;118,351;NA;NA;NA;NA;NA;NA;107,8676;110,9113;114,3841;NA;NA;3,9968;NA;NA;106,729;112,11;101,245;110,2;117,898;103,316;103,055;109,677;106,148;105,757;NA;1272,05;1416,56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/17/97;105,634;103,807;103,909;110,8665;4,3293;NA;113,5543;NA;105,303;102,579;NA;NA;103,859;108,119;105,233;117,663;NA;NA;NA;NA;NA;NA;107,7156;110,6689;114,0991;NA;NA;3,9968;NA;NA;106,268;111,864;101,16;109,953;117,217;103,2;102,864;109,431;105,837;105,456;NA;1293,99;1443,67;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/18/97;105,956;104,286;103,961;111,0701;4,3293;NA;114,1221;NA;105,405;102,725;NA;NA;103,997;108,407;105,405;118,213;NA;NA;NA;NA;NA;NA;107,8331;110,8587;114,3033;NA;NA;3,9968;NA;NA;106,678;112,028;101,212;110,13;117,763;103,27;102,997;109,609;106,118;105,693;NA;1282,21;1430,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/19/97;106,177;104,602;104,065;111,3134;4,3293;NA;114,3236;NA;105,599;102,927;NA;NA;104,23;108,701;105,629;118,531;NA;NA;NA;NA;NA;NA;108,0301;111,1299;114,624;NA;NA;3,9968;NA;NA;106,913;112,356;101,326;110,41;118,078;103,413;103,24;109,885;106,406;105,963;NA;1255,31;1391,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/22/97;106,399;104,765;104,18;111,5558;4,3293;NA;114,6425;NA;105,762;103,229;NA;NA;104,478;108,908;105,834;118,698;NA;NA;NA;NA;NA;NA;108,2773;111,4569;114,8686;NA;NA;3,9968;NA;NA;107,128;112,623;101,434;110,716;118,245;103,561;103,49;110,198;106,615;106,185;NA;1258,89;1379,42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/23/97;106,359;104,726;104,159;111,5187;4,3293;NA;114,5403;NA;105,722;103,174;NA;NA;104,433;108,865;105,8;118,667;NA;NA;NA;NA;NA;NA;108,2562;111,4041;114,8301;NA;NA;3,9968;NA;NA;107,118;112,561;101,424;110,668;118,214;103,54;103,438;110,154;106,572;106,14;NA;1265,71;1407,15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/24/97;106,359;104,726;104,159;111,5187;4,3293;NA;114,5403;NA;105,722;103,174;NA;NA;104,433;108,865;105,8;118,667;NA;NA;NA;NA;NA;NA;108,2562;111,4041;114,8301;NA;NA;3,9968;NA;NA;107,118;112,561;101,424;110,668;118,214;103,54;103,438;110,154;106,572;106,14;NA;1270,36;1407,15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/25/97;106,359;104,726;104,159;111,5187;4,3293;NA;114,5403;NA;105,722;103,174;NA;NA;104,433;108,865;105,8;118,667;NA;NA;NA;NA;NA;NA;108,2562;111,4041;114,8301;NA;NA;3,9968;NA;NA;107,118;112,561;101,424;110,668;118,214;103,54;103,438;110,154;106,572;106,14;NA;1270,36;1407,15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/26/97;106,359;104,726;104,159;111,5187;4,3293;NA;114,5403;NA;105,722;103,174;NA;NA;104,433;108,865;105,8;118,667;NA;NA;NA;NA;NA;NA;108,2562;111,4041;114,8301;NA;NA;3,9968;NA;NA;107,118;112,561;101,424;110,668;118,214;103,54;103,438;110,154;106,572;106,14;NA;1270,25;1407,15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/29/97;106,198;104,506;104,159;111,4615;4,3293;NA;114,359;NA;105,732;103,129;NA;NA;104,383;108,76;105,737;118,448;NA;NA;NA;NA;NA;NA;108,2297;111,3487;114,772;NA;NA;3,9968;NA;NA;106,964;112,5;101,415;110,591;117,996;103,535;103,391;110,076;106,467;106,053;NA;1285,91;1433,67;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/30/97;105,745;103,73;104,054;111,1373;4,3293;NA;113,6554;NA;105,548;102,872;NA;NA;104,118;108,343;105,439;117,572;NA;NA;NA;NA;NA;NA;108,019;111,0236;114,4121;NA;NA;3,9968;NA;NA;106,258;112,12;101,297;110,263;117,124;103,391;103,128;109,75;106,058;105,661;NA;1290,48;1457,21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12/31/97;105,745;103,73;104,054;111,1373;4,3293;NA;113,6554;NA;105,548;102,872;NA;NA;104,118;108,343;105,439;117,572;NA;NA;NA;NA;NA;NA;108,019;111,0236;114,4121;NA;NA;3,9968;NA;NA;106,258;112,12;101,297;110,263;117,124;103,391;103,128;109,75;106,058;105,661;NA;1295,55;1457,21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
